Name,Distillery,Category,Region,Country,Age,ABV (%),Cask Type,Peat Level,Vintage,Bottler
Jim Beam Kentucky Straight Bourbon,Jim Beam Distillery,Bourbon,Kentucky,USA,4,40,Ex-Bourbon,None,,Official
Jim Beam White Label,Jim Beam Distillery,Bourbon,Kentucky,USA,NAS,40,Ex-Bourbon,None,,Official
Kentucky Vintage,Kentucky Vintage Distillery,Bourbon,Kentucky,USA,5,50,Ex-Bourbon,None,,Official
King of Kentucky,Brown-Forman,Bourbon,Kentucky,USA,14,65,Ex-Bourbon,None,,Official
Knob Creek,Jim Beam Distillery,Bourbon,Kentucky,USA,9,50,Ex-Bourbon,None,,Official
Knob Creek 12 Year Old,Jim Beam Distillery,Bourbon,Kentucky,USA,12,50,Ex-Bourbon,None,,Official
Knob Creek 12 Year Old Bourbon,Jim Beam Distillery,Bourbon,Kentucky,USA,12,50,Ex-Bourbon,None,,Official
Knob Creek 15 Year Old,Jim Beam Distillery,Bourbon,Kentucky,USA,15,50,Ex-Bourbon,None,,Official
Knob Creek 9 Year Old,Jim Beam Distillery,Bourbon,Kentucky,USA,9,50,Ex-Bourbon,None,,Official
Knob Creek Bourbon,Jim Beam Distillery,Bourbon,Kentucky,USA,9,50,Ex-Bourbon,None,,Official
Knob Creek Single Barrel Reserve,Jim Beam Distillery,Bourbon,Kentucky,USA,9,60,Ex-Bourbon,None,,Official
Larceny Bourbon,Heaven Hill Distilleries,Bourbon,Kentucky,USA,NAS,46,Ex-Bourbon,None,,Official
Maker's Mark,Maker's Mark Distillery,Bourbon,Kentucky,USA,NAS,45,Ex-Bourbon,None,,Official
Maker's Mark 46,Maker's Mark Distillery,Bourbon,Kentucky,USA,NAS,47,French Oak Staves,None,,Official
McKenzie Bourbon,Finger Lakes Distilling,Bourbon,Kentucky,USA,NAS,45,Ex-Bourbon,None,,Official
Meker's Mark 46,Maker's Mark Distillery,Bourbon,Kentucky,USA,NAS,47,Ex-Bourbon,None,,Official
Michter's 10 Year Bourbon,Michter's Distillery,Bourbon,Kentucky,USA,10,47.2,Ex-Bourbon,None,,Official
Michter's 10 Year Old Bourbon,Michter's Distillery,Bourbon,Kentucky,USA,10,47.2,Ex-Bourbon,None,,Official
Michter's Barrel Strength Bourbon,Michter's Distillery,Bourbon,Kentucky,USA,NAS,54.4,Ex-Bourbon,None,,Official
Michter's Bourbon,Michter's Distillery,Bourbon,Kentucky,USA,NAS,45.7,Ex-Bourbon,None,,Official
Michter's U.S. 1 Bourbon,Michter's Distillery,Bourbon,Kentucky,USA,NAS,40,Ex-Bourbon,None,,Official
Michter's US*1 Bourbon,Michter's Distillery,Bourbon,Kentucky,USA,NAS,45.7,Ex-Bourbon,None,,Official
Michters 10 Year Bourbon,Michter's Distillery,Bourbon,Kentucky,USA,10,47.2,Ex-Bourbon,None,,Official
New Riff Bourbon,New Riff Distilling,Bourbon,Kentucky,USA,NAS,50,Ex-Bourbon,None,,Official
Noah's Mill,Willam Tarr Distillery,Bourbon,Kentucky,USA,15,57.15,Ex-Bourbon,None,,Official
Noah's Mill,William Tarr Distillery,Bourbon,Kentucky,USA,15,57.15,Ex-Bourbon,None,,Official
Old Fitzgerald 14 Year Old,Heaven Hill Distilleries,Bourbon,Kentucky,USA,14,50,Ex-Bourbon,None,,Official
Old Fitzgerald 14 Year Old Bottled in Bond,Heaven Hill Distilleries,Bourbon,Kentucky,USA,14,50,Ex-Bourbon,None,,Official
Old Fitzgerald Bottled in Bond,Heaven Hill Distilleries,Bourbon,Kentucky,USA,8,50,Ex-Bourbon,None,,Official
Old Forester 100,Brown-Forman,Bourbon,Kentucky,USA,NAS,50,Ex-Bourbon,None,,Official
Old Forester 100 Proof,Brown-Forman,Bourbon,Kentucky,USA,NAS,50,Ex-Bourbon,None,,Official
Old Forester 1897 Bottled in Bond,Brown-Forman,Bourbon,Kentucky,USA,4,50,Ex-Bourbon,None,,Official
Old Forester 1910 Old Fine Whiskey,Brown-Forman,Bourbon,Kentucky,USA,NAS,47.5,Ex-Bourbon,None,,Official
Old Forester 1920 Prohibition Style,Brown-Forman,Bourbon,Kentucky,USA,NAS,57.5,Ex-Bourbon,None,,Official
Old Forester 86 Proof,Brown-Forman,Bourbon,Kentucky,USA,NAS,43,Ex-Bourbon,None,,Official
Old Forester Birthday Bourbon,Brown-Forman,Bourbon,Kentucky,USA,NAS,47,Ex-Bourbon,None,,Official
Old Forester Signature 100 Proof,Brown-Forman,Bourbon,Kentucky,USA,NAS,50,Ex-Bourbon,None,,Official
Old Forester Statesman,Brown-Forman,Bourbon,Kentucky,USA,NAS,47,Ex-Bourbon,None,,Official
Old Rip Van Winkle 10 Year Old,Buffalo Trace Distillery,Bourbon,Kentucky,USA,10,45,Ex-Bourbon,None,,Official
Old Ripy Bourbon,Old Ripy Distilling Co.,Bourbon,Kentucky,USA,NAS,45,Ex-Bourbon,None,,Official
Old Weller Antique 107,Buffalo Trace Distillery,Bourbon,Kentucky,USA,NAS,53.5,Ex-Bourbon,None,,Official
Old Weller Special Reserve,Buffalo Trace Distillery,Bourbon,Kentucky,USA,NAS,40,Ex-Bourbon,None,,Official
Parker's Heritage Collection,Heaven Hill Distilleries,Bourbon,Kentucky,USA,NAS,47.5,Varies,None,,Official
Parker's Heritage Collection 10 Year Old,Heaven Hill Distilleries,Bourbon,Kentucky,USA,10,63.5,Ex-Bourbon,None,,Official
Parker's Heritage Collection: 27 Year Old,Heaven Hill Distilleries,Bourbon,Kentucky,USA,27,58.5,Ex-Bourbon,None,,Official
Parker's Heritage Collection: Bourbon,Heaven Hill Distilleries,Bourbon,Kentucky,USA,NAS,63.4,Ex-Bourbon,None,,Official
Parker's Heritage Collection: Forged Oak,Heaven Hill Distilleries,Bourbon,Kentucky,USA,10,60.8,Quercus Alba,None,,Official
Parker's Heritage Collection: Kentucky Straight Bourbon,Heaven Hill Distilleries,Bourbon,Kentucky,USA,10,45,Ex-Bourbon,None,,Official
Parker's Heritage Collection: Wheat Whiskey,Heaven Hill Distilleries,Bourbon,Kentucky,USA,NAS,47.5,Ex-Bourbon,None,,Official
Peerless Bourbon,Kentucky Peerless Distilling Co.,Bourbon,Kentucky,USA,NAS,55,Ex-Bourbon,None,,Official
Rabbit Hole Bourbon,Rabbit Hole Distillery,Bourbon,Kentucky,USA,NAS,47,Ex-Bourbon,None,,Official
Rabbit Hole Cavehill,Rabbit Hole Distillery,Bourbon,Kentucky,USA,NAS,47,Ex-Bourbon,None,,Official
Rebel Yell,Luxco,Bourbon,Kentucky,USA,NAS,40,Ex-Bourbon,None,,Official
Rebel Yell 10 Year Old,Luxco,Bourbon,Kentucky,USA,10,45,Ex-Bourbon,None,,Official
Rebel Yell Bourbon,Luxco,Bourbon,Kentucky,USA,4,40,Ex-Bourbon,None,,Official
Reservoir Distillery Bourbon,Reservoir Distillery,Bourbon,Kentucky,USA,NAS,46,Ex-Bourbon,None,,Official
Rittenhouse Straight Rye,Heaven Hill Distilleries,Bourbon,Kentucky,USA,100,50,Ex-Bourbon,None,,Official
Rowan's Creek Bourbon,Willet Distillery,Bourbon,Kentucky,USA,12,50.05,Ex-Bourbon,None,,Official
Russell's Reserve 10 Year Old,Wild Turkey Distilling Co.,Bourbon,Kentucky,USA,10,45,Ex-Bourbon,None,,Official
Russell's Reserve 6 Year Old,Wild Turkey Distilling Co.,Bourbon,Kentucky,USA,6,45,Ex-Bourbon,None,,Official
Smooth Ambler Old Scout Bourbon,Smooth Ambler Spirits,Bourbon,Kentucky,USA,7,49.5,Ex-Bourbon,None,,Official
Stagg Jr.,Buffalo Trace Distillery,Bourbon,Kentucky,USA,NAS,65.3,Ex-Bourbon,None,,Official
Tuscan Bourbon,Limestone Branch Distillery,Bourbon,Kentucky,USA,NAS,40,Ex-Bourbon,None,,Official
Widow Jane Bourbon,Widow Jane Distillery,Bourbon,Kentucky,USA,10,45.5,Ex-Bourbon,None,,Official
Wild Turkey 101,Wild Turkey Distilling Co.,Bourbon,Kentucky,USA,NAS,50.5,Ex-Bourbon,None,,Official
Wild Turkey Master's Keep,Wild Turkey Distilling Co.,Bourbon,Kentucky,USA,NAS,43.4,Ex-Bourbon,None,,Official
Wild Turkey Master's Keep Decades,Wild Turkey Distilling Co.,Bourbon,Kentucky,USA,NAS,52.5,Ex-Bourbon,None,,Official
Wild Turkey Rare Breed,Wild Turkey Distilling Co.,Bourbon,Kentucky,USA,NAS,58.4,Ex-Bourbon,None,,Official
Wilderness Trail Bourbon,Wilderness Trail Distillery,Bourbon,Kentucky,USA,NAS,50,Ex-Bourbon,None,,Official
Willett Family Estate Bottled Bourbon,Willett Distillery,Bourbon,Kentucky,USA,4,47,Ex-Bourbon,None,,Official
Willett Family Estate Bourbon,Willett Distillery,Bourbon,Kentucky,USA,4-12,47,Ex-Bourbon,None,,Official
Willett Pot Still Reserve,Willet Distillery,Bourbon,Kentucky,USA,NAS,47,Ex-Bourbon,None,,Official
Willett Pot Still Reserve,Willett Distillery,Bourbon,Kentucky,USA,NAS,47,Ex-Bourbon,None,,Official
Woodford Reserve,Woodford Reserve Distillery,Bourbon,Kentucky,USA,NAS,45.2,Ex-Bourbon,None,,Official
Woodford Reserve Distiller's Select,Woodford Reserve Distillery,Bourbon,Kentucky,USA,NAS,45.2,Ex-Bourbon,None,,Official
Woodford Reserve Double Oaked,Woodford Reserve Distillery,Bourbon,Kentucky,USA,NAS,45.2,Ex-Bourbon and Virgin Oak,None,,Official
Woodford Reserve Kentucky Straight Bourbon,Woodford Reserve Distillery,Bourbon,Kentucky,USA,NAS,45.2,Ex-Bourbon,None,,Official
Woodford Reserve Master's Collection,Woodford Reserve Distillery,Bourbon,Kentucky,USA,NAS,45.2,Various,None,,Official
Woodford Reserve Master’s Collection: Double Oaked,Woodford Reserve Distillery,Bourbon,Kentucky,USA,NAS,45.2,Ex-Bourbon,None,,Official
Woodford Reserve Old Fashioned,Woodford Reserve Distillery,Bourbon,Kentucky,USA,NAS,45.2,Ex-Bourbon,None,,Official
Woodford Reserve Straight Bourbon,Woodford Reserve,Bourbon,Kentucky,USA,NAS,45.2,Ex-Bourbon,None,,Official
Chattanooga Whiskey 1816 Cask,Chattanooga Whiskey,Tennessee Whiskey,Tennessee,USA,NAS,47,Ex-Bourbon,None,,Official
Chattanooga Whiskey 1816 Reserve,Chattanooga Whiskey,Tennessee Whiskey,Tennessee,USA,NAS,50,Ex-Bourbon,None,,Official
Collier and McKeel Tennessee Whiskey,Collier and McKeel,Tennessee Whiskey,Tennessee,USA,NAS,45,Ex-Bourbon,None,,Official
Echo Springs Tennessee Whiskey,Echo Springs Distillery,Tennessee Whiskey,Tennessee,USA,NAS,40,Ex-Bourbon,None,,Official
Gentleman Jack,Jack Daniel's,Tennessee Whiskey,Tennessee,USA,NAS,40,Ex-Bourbon,None,,Official
George Dickel Cascade Hollow,George Dickel,Tennessee Whiskey,Tennessee,USA,NAS,45,Ex-Bourbon,None,,Official
Hatchery Distilling Tennessee Whiskey,Hatchery Distilling,Tennessee Whiskey,Tennessee,USA,NAS,45,Ex-Bourbon,None,,Official
Jack Daniel's Bonded,Jack Daniel's,Tennessee Whiskey,Tennessee,USA,4,50,Ex-Bourbon,None,,Official
Jack Daniel's Old No. 7,Jack Daniel's,Tennessee Whiskey,Tennessee,USA,NAS,40,Ex-Bourbon,None,,Official
Jack Daniel's Single Barrel Select,Jack Daniel's,Tennessee Whiskey,Tennessee,USA,NAS,47,Ex-Bourbon,None,,Official
Kirkland Tennessee Whiskey,Kirkland,Tennessee Whiskey,Tennessee,USA,NAS,40,Ex-Bourbon,None,,Official
Mellow Corn,Heaven Hill,Tennessee Whiskey,Tennessee,USA,NAS,50,Ex-Bourbon,None,,Official
Nashville Barrel Company Tennessee Whiskey,Nashville Barrel Company,Tennessee Whiskey,Tennessee,USA,NAS,53,Ex-Bourbon,None,,Official
Nashville Whiskey,Nashville Distilling Company,Tennessee Whiskey,Tennessee,USA,NAS,40,Ex-Bourbon,None,,Official
Nelson's Green Brier Tennessee Whiskey,Nelson's Green Brier,Tennessee Whiskey,Tennessee,USA,4,43,Ex-Bourbon,None,,Official
Old Camp Peach Pecan Whiskey,Old Camp,Tennessee Whiskey,Tennessee,USA,NAS,35,,None,,Official
Organic Tennessee Whiskey,Clear Creek Distillery,Tennessee Whiskey,Tennessee,USA,NAS,45,Ex-Bourbon,None,,Official
Pritchard's Double Barreled,Pritchard's Distillery,Tennessee Whiskey,Tennessee,USA,NAS,48,Ex-Bourbon,None,,Official
Pritchard's Tennessee Whiskey,Pritchard's Distillery,Tennessee Whiskey,Tennessee,USA,4,40,Ex-Bourbon,None,,Official
Shine 14,Shine Distillery,Tennessee Whiskey,Tennessee,USA,14,50,Ex-Bourbon,None,,Official
Sorghum Whiskey,Old Smoky Distillery,Tennessee Whiskey,Tennessee,USA,NAS,40,,None,,Official
Tennessee Honey,Jack Daniel's,Tennessee Whiskey,Tennessee,USA,NAS,35,,None,,Official
Tennessee Honey Bourbon,Tennessee Honey,Tennessee Whiskey,Tennessee,USA,NAS,40,,None,,Official
Tennessee Legend Maple Whiskey,Tennessee Legend Distillery,Tennessee Whiskey,Tennessee,USA,NAS,30,,None,,Official
Tennessee Spirits Co. Straight Whiskey,Tennessee Spirits Co.,Tennessee Whiskey,Tennessee,USA,4,40,Ex-Bourbon,None,,Official
Tennessee Whiskey,Blue Note,Tennessee Whiskey,Tennessee,USA,4,45,Ex-Bourbon,None,,Official
Uncle Nearest 1856,Uncle Nearest,Tennessee Whiskey,Tennessee,USA,8,50,Ex-Bourbon,None,,Official
Uncle Nearest 1884,Uncle Nearest,Tennessee Whiskey,Tennessee,USA,4,50,Ex-Bourbon,None,,Official
Whiskey Hollow Straight Tennessee Whiskey,Whiskey Hollow,Tennessee Whiskey,Tennessee,USA,NAS,45,Ex-Bourbon,None,,Official
Baker's 7 Year Old Rye,Jim Beam Distillery,Rye Whiskey,USA,USA,7,55,Ex-Bourbon,None,,Official
Baker's 7 Year Rye,Jim Beam Distillery,Rye Whiskey,USA,USA,7,53.5,Ex-Bourbon,None,,Official
Baker's Mark Rye,Jim Beam Distillery,Rye Whiskey,USA,USA,7,55,Ex-Bourbon,None,,Official
Bakers 7 Year Old Rye,Jim Beam Distillery,Rye Whiskey,USA,USA,7,53.5,Ex-Bourbon,None,,Official
Balcones Brimstone Rye,Balcones Distilling,Rye Whiskey,USA,USA,NAS,54,Virgin Oak,None,,Official
Balcones Texas Rye,Balcones Distilling,Rye Whiskey,USA,USA,NAS,49,Ex-Bourbon,None,,Official
Bulleit Rye,Bulleit Distilling Co.,Rye Whiskey,USA,USA,4,45,Ex-Bourbon,None,,Official
Bulleit Rye,Bulleit Distilling Company,Rye Whiskey,USA,USA,NAS,45,Ex-Bourbon,None,,Official
Bulleit Rye 10 Year Old,Bulleit Distilling Co.,Rye Whiskey,USA,USA,10,45,Ex-Bourbon,None,,Official
Catoctin Creek 1757 Rye,Catoctin Creek Distilling Company,Rye Whiskey,USA,USA,4,47,Ex-Bourbon,None,,Official
Catoctin Creek Roundstone Rye,Catoctin Creek Distilling Company,Rye Whiskey,USA,USA,NAS,40,Ex-Bourbon,None,,Official
Catoctin Creek VHR,Catoctin Creek Distilling Company,Rye Whiskey,USA,USA,NAS,58,Ex-Bourbon,None,,Official
Crown Royal Northern Harvest Rye,Diageo,Rye Whiskey,USA,USA,NAS,40,Ex-Bourbon,None,,Official
Dad's Hat Pennsylvania Rye,Manatawny Still Works,Rye Whiskey,USA,USA,NAS,45,Ex-Bourbon,None,,Official
Dad's Hat Rye,Manatawny Still Works,Rye Whiskey,USA,USA,3,43,Ex-Bourbon,None,,Official
Evan Williams Bottled-in-Bond Rye,Heaven Hill Distilleries,Rye Whiskey,USA,USA,4,50,Ex-Bourbon,None,,Official
Evan Williams Rye,Heaven Hill Distilleries,Rye Whiskey,USA,USA,NAS,43,Ex-Bourbon,None,,Official
Flatlands Rye,Flatlands Distilling Co.,Rye Whiskey,USA,USA,NAS,45,Ex-Bourbon,None,,Official
George Dickel 15 Year Old Rye,George Dickel Distillery,Rye Whiskey,USA,USA,15,47,Ex-Bourbon,None,,Official
George Dickel Rye,George Dickel Distillery,Rye Whiskey,USA,USA,4,45,Ex-Bourbon,None,,Official
Grain & Barrel Spirits Highspire Rye,Grain & Barrel Spirits,Rye Whiskey,USA,USA,NAS,45,Ex-Bourbon,None,,Official
High West 12 Year Old Rye,High West Distillery,Rye Whiskey,USA,USA,12,46,Ex-Bourbon,None,,Official
High West 14 Year Old Rye,High West Distillery,Rye Whiskey,USA,USA,14,46,Ex-Bourbon,None,,Official
High West Campfire,High West Distillery,Rye Whiskey,USA,USA,NAS,46,Ex-Bourbon,None,,Official
High West Double Rye!,High West Distillery,Rye Whiskey,USA,USA,NAS,46,Ex-Bourbon,None,,Official
Highspire Rye,Grain & Barrel Spirits,Rye Whiskey,USA,USA,NAS,42,Ex-Bourbon,None,,Official
Hochstadter's Rock and Rye,Hochstadter's,Rye Whiskey,USA,USA,NAS,34.5,,None,,Official
Hochstadter's Slow & Low Rock and Rye,Hochstadter's,Rye Whiskey,USA,USA,NAS,35,Ex-Bourbon,None,,Official
Jack Daniel's Tennessee Honey Rye,Jack Daniel's,Rye Whiskey,USA,USA,NAS,35,Ex-Bourbon,None,,Official
Kings County Distillery Straight Rye,Kings County Distillery,Rye Whiskey,USA,USA,2,45,Ex-Bourbon,None,,Official
Knob Creek Rye,Jim Beam Distillery,Rye Whiskey,USA,USA,9,50,Ex-Bourbon,None,,Official
Mellow Corn,Heaven Hill Distilleries,Rye Whiskey,USA,USA,NAS,50,Ex-Bourbon,None,,Official
Michter's 10 Year Rye,Michter's Distillery,Rye Whiskey,USA,USA,10,47.2,Ex-Bourbon,None,,Official
Michter's US*1 Rye,Michter's Distillery,Rye Whiskey,USA,USA,NAS,42.4,Ex-Bourbon,None,,Official
Michter's US*1 Straight Rye,Michter's Distillery,Rye Whiskey,USA,USA,NAS,42.4,Ex-Bourbon,None,,Official
New Riff Rye,New Riff Distilling,Rye Whiskey,USA,USA,4,50,Ex-Bourbon,None,,Official
New Riff Straight Rye,New Riff Distilling,Rye Whiskey,USA,USA,NAS,50,Ex-Bourbon,None,,Official
Old Forester Rye,Brown-Forman,Rye Whiskey,USA,USA,NAS,50,Ex-Bourbon,None,,Official
Old Overholt Rye,Heaven Hill Distilleries,Rye Whiskey,USA,USA,4,40,Ex-Bourbon,None,,Official
Old Overholt Straight Rye,Beam Suntory,Rye Whiskey,USA,USA,NAS,40,Ex-Bourbon,None,,Official
Old Overholt Straight Rye,Heaven Hill Distilleries,Rye Whiskey,USA,USA,NAS,40,Ex-Bourbon,None,,Official
Parker's Heritage Collection Rye,Heaven Hill Distilleries,Rye Whiskey,USA,USA,NAS,54.5,Ex-Bourbon,None,,Official
Parker's Heritage Collection: Promise of Hope,Heaven Hill Distilleries,Rye Whiskey,USA,USA,NAS,48.5,Ex-Bourbon,None,,Official
Parker's Heritage Collection: Rye,Heaven Hill Distilleries,Rye Whiskey,USA,USA,NAS,47,Ex-Bourbon,None,,Official
Pursuit United Rye,Pursuit Spirits,Rye Whiskey,USA,USA,NAS,47,Ex-Bourbon,None,,Official
Rabbit Hole Rye,Rabbit Hole Distillery,Rye Whiskey,USA,USA,NAS,47,Ex-Bourbon,None,,Official
Redemption High-Rye Bourbon,Redemption Whiskey,Rye Whiskey,USA,USA,4,45,Ex-Bourbon,None,,Official
Redemption Rye,Redemption Whiskey,Rye Whiskey,USA,USA,4,46,Ex-Bourbon,None,,Official
Redemption Rye 10 Year,Redemption Whiskey,Rye Whiskey,USA,USA,10,46,Ex-Bourbon,None,,Official
Redemption Rye 10 Year Old,Redemption Whiskey,Rye Whiskey,USA,USA,10,46,Ex-Bourbon,None,,Official
Rittenhouse Rye,Heaven Hill Distilleries,Rye Whiskey,USA,USA,100,50,Ex-Bourbon,None,,Official
Rittenhouse Rye Bottled in Bond,Heaven Hill Distilleries,Rye Whiskey,USA,USA,4,50,Ex-Bourbon,None,,Official
Rye 100 Proof,Willett Distillery,Rye Whiskey,USA,USA,4,50,Ex-Bourbon,None,,Official
Rye Whiskey by Still Austin,Still Austin Whiskey Co.,Rye Whiskey,USA,USA,NAS,47,Ex-Bourbon,None,,Official
Rye Whiskey No. 4,Old Forester Distilling,Rye Whiskey,USA,USA,2,45,Ex-Bourbon,None,,Official
Sazerac Rye,Buffalo Trace Distillery,Rye Whiskey,USA,USA,6,45,Ex-Bourbon,None,,Official
Sazerac Rye 18 Year Old,Buffalo Trace Distillery,Rye Whiskey,USA,USA,18,45,Ex-Bourbon,None,,Official
Sazerac Rye 6 Year Old,Buffalo Trace Distillery,Rye Whiskey,USA,USA,6,45,Ex-Bourbon,None,,Official
Smooth Ambler Contradiction,Smooth Ambler Spirits,Rye Whiskey,USA,USA,NAS,44,Ex-Bourbon,None,,Official
Smooth Ambler Old Scout Rye,Smooth Ambler Spirits,Rye Whiskey,USA,USA,NAS,49.5,Ex-Bourbon,None,,Official
Sonoma County Distilling Co. Rye,Sonoma County Distilling Co.,Rye Whiskey,USA,USA,NAS,45,Ex-Bourbon,None,,Official
St. George spirits Breaking & Entering Rye,St. George Spirits,Rye Whiskey,USA,USA,NAS,45,Ex-Bourbon,None,,Official
Templeton Rye,Templeton Rye Spirits,Rye Whiskey,USA,USA,4,40,Ex-Bourbon,None,,Official
Tennessee Honey Rye,Jack Daniel's,Rye Whiskey,USA,USA,NAS,35,Ex-Bourbon,None,,Official
Tuthilltown Spirits Hudson Rye,Tuthilltown Spirits,Rye Whiskey,USA,USA,3,46,Ex-Bourbon,None,,Official
Virginia Distillery Co. Courage & Conviction Rye,Virginia Distillery Company,Rye Whiskey,USA,USA,NAS,46,Ex-Bourbon,None,,Official
Westland American Oak Rye,Westland Distillery,Rye Whiskey,USA,USA,NAS,47,Ex-Bourbon,None,,Official
WhistlePig 10 Year Old,WhistlePig Farm Distillery,Rye Whiskey,USA,USA,10,50,Ex-Bourbon,None,,Official
WhistlePig 10 Year Old Rye,WhistlePig Farm Distillery,Rye Whiskey,USA,USA,10,50,Ex-Bourbon,None,,Official
WhistlePig 12 Year Old Old World Rye,WhistlePig Farm Distillery,Rye Whiskey,USA,USA,12,43,Ex-Wine,None,,Official
Whistlepig Rye,Whistlepig Farm Distillery,Rye Whiskey,USA,USA,10,50,Ex-Bourbon,None,,Official
Wilderness Trail Rye,Wilderness Trail Distillery,Rye Whiskey,USA,USA,4,52.5,Ex-Bourbon,None,,Official
Willamette Valley Rye,Eastside Distilling,Rye Whiskey,USA,USA,NAS,45,Ex-Bourbon,None,,Official
Willet Pot Still Rye,Willet Distillery,Rye Whiskey,USA,USA,4,47,Ex-Bourbon,None,,Official
Willett Family Estate Bottled Rye,Willett Distillery,Rye Whiskey,USA,USA,4,55.1,Ex-Bourbon,None,,Official
Willett Family Estate Rye,Willett Distillery,Rye Whiskey,USA,USA,4,47,Ex-Bourbon,None,,Official
Woodford Reserve Rye,Woodford Reserve Distillery,Rye Whiskey,USA,USA,NAS,45.2,Ex-Bourbon,None,,Official
Woodinville Straight Rye,Woodinville Whiskey Company,Rye Whiskey,USA,USA,NAS,45,Ex-Bourbon,None,,Official
Wyoming Whiskey,Wyoming Whiskey,Rye Whiskey,USA,USA,NAS,45,Ex-Bourbon,None,,Official
Wyoming Whiskey Straight Rye,Wyoming Whiskey,Rye Whiskey,USA,USA,NAS,45,Ex-Bourbon,None,,Official
Balvenie DoubleWood 12 Year Old,The Balvenie Distillery,World Whisky,Rest of World,Various,12,40,"Ex-Bourbon, Ex-Sherry",None,,Official
Bimber Single Malt,Bimber Distillery,World Whisky,Rest of World,Various,NAS,50,Ex-Bourbon,None,,Official
Cadenhead's Old Raj,Cadenhead's,World Whisky,Rest of World,Various,NAS,55.2,Ex-Bourbon,None,,Independent
Cotswolds Single Malt,Cotswolds Distillery,World Whisky,Rest of World,Various,NAS,46,Ex-Bourbon,None,,Official
Dalmore 18 Year Old,The Dalmore Distillery,World Whisky,Rest of World,Various,18,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Hellyers Road Original,Hellyers Road,World Whisky,Rest of World,Various,NAS,40,Ex-Bourbon,None,,Official
Kilkerran 12 Year Old,Springbank Distillery,World Whisky,Rest of World,Various,12,46,"Ex-Bourbon, Sherry",Light,,Official
Kilkerran 12 Year Old,Kilkerran Distillery,World Whisky,Rest of World,Various,12,46,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Kilkerran 12 Year Old,Springbank,World Whisky,Rest of World,Various,12,46,Ex-Bourbon,None,,Official
Lakes Whiskymaker's Reserve,The Lakes Distillery,World Whisky,Rest of World,Various,NAS,50,Ex-Bourbon,None,,Official
Mars Komagatake 2022,Mars,World Whisky,Rest of World,Various,NAS,48,Ex-Bourbon,None,,Official
Naked Grouse Blended Malt,The Famous Grouse,World Whisky,Rest of World,Various,NAS,40,Ex-Sherry,None,,Official
Penderyn Madeira Finish,Penderyn Distillery,World Whisky,Rest of World,Various,NAS,41,"Ex-Bourbon, Madeira",None,,Official
Penderyn Madeira Finish,Penderyn,World Whisky,Rest of World,Various,NAS,46,Madeira,None,,Official
St George's Distillery Chapter 15,St George's Distillery,World Whisky,Rest of World,Various,NAS,46,Ex-Bourbon,None,,Official
Starward Nova,Starward,World Whisky,Rest of World,Various,NAS,41,Australian Red Wine,None,,Official
Sullivan's Cove French Oak,Sullivan's Cove,World Whisky,Rest of World,Various,NAS,45,French Oak,None,,Official
Suntory Toki,Suntory,World Whisky,Rest of World,Various,NAS,43,Ex-Bourbon,None,,Official
The Lakes Whiskymaker's Reserve,The Lakes Distillery,World Whisky,Rest of World,Various,NAS,54,Ex-Bourbon,None,,Official
Tsukuba Single Malt,Tsukuba Distillery,World Whisky,Rest of World,Various,NAS,50,Ex-Bourbon,None,,Official
W distillery Sazerac Rye,W Distillery,World Whisky,Rest of World,Various,NAS,45,Ex-Bourbon,Medium,,Official
Yoichi Single Malt,Nikka,World Whisky,Rest of World,Various,NAS,45,Ex-Bourbon,None,,Official
